"Line"," ","1952","1952","1952","1952","1953","1953","1953","1953","1954","1954","1954","1954","1955","1955","1955","1955","1956","1956","1956","1956","1957","1957","1957","1957","1958","1958","1958","1958","1959","1959","1959","1959","1960","1960","1960","1960","1961","1961","1961","1961","1962","1962","1962","1962","1963","1963","1963","1963","1964","1964","1964","1964","1965","1965","1965","1965","1966","1966","1966","1966","1967","1967","1967","1967","1968","1968","1968","1968","1969","1969","1969","1969","1970","1970","1970","1970","1971","1971","1971","1971","1972","1972","1972","1972","1973","1973","1973","1973","1974","1974","1974","1974","1975","1975","1975","1975","1976","1976","1976","1976","1977","1977","1977","1977","1978","1978","1978","1978","1979","1979","1979","1979","1980","1980","1980","1980","1981","1981","1981","1981","1982","1982","1982","1982","1983","1983","1983","1983","1984","1984","1984","1984","1985","1985","1985","1985","1986","1986","1986","1986","1987","1987","1987","1987","1988","1988","1988","1988","1989","1989","1989","1989","1990","1990","1990","1990","1991","1991","1991","1991","1992","1992","1992","1992","1993","1993","1993","1993","1994","1994","1994","1994","1995","1995","1995","1995","1996","1996","1996","1996","1997","1997","1997","1997","1998","1998","1998","1998","1999","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015"
"Line"," ","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV"
"10","            Structures","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",497.6,492.4,492.2,497.3,507.8,529.0,547.6,549.5,534.0,536.9,541.2,489.4,463.4,438.0,417.3,411.4,408.5,419.3,417.5,418.0,409.3,411.6,417.9,417.7,423.1,420.9,418.6,422.3,437.8,450.9,458.9,458.4,474.8,500.6,524.0,536.8,539.0,547.7,543.7,530.3,490.5,453.3,422.6,386.5,359.7,369.8,364.4,371.2,343.0,366.7,388.2,400.9,419.5,429.9,425.5,417.5,411.0,422.6,440.4,444.7,464.6,464.4,462.3,467.1,458.2,465.2,456.6,450.5
"11","            Equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",635.4,658.0,680.3,675.9,706.4,732.5,735.1,733.7,728.1,697.8,679.7,677.0,665.5,657.9,659.4,649.2,649.5,671.3,691.0,704.3,692.8,719.9,744.6,767.4,774.2,791.0,817.9,823.4,866.5,869.6,871.9,875.2,886.1,896.2,900.9,910.0,899.4,876.6,831.6,736.8,653.9,631.6,639.9,651.9,697.7,735.2,766.2,787.8,810.6,819.3,871.0,890.8,924.4,944.0,936.0,952.6,967.4,965.3,956.0,989.3,997.9,1013.7,1053.1,1040.0,1046.0,1046.9,1072.0,1065.1
"12","            Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",371.3,385.3,400.3,407.6,419.4,425.3,427.5,432.0,435.1,430.2,426.6,420.1,419.8,425.8,430.1,427.9,433.0,436.6,446.2,452.9,454.7,457.8,468.6,478.4,487.0,495.0,499.9,498.0,503.8,511.0,522.9,532.1,537.0,538.9,541.1,552.4,561.2,563.3,558.2,552.5,543.6,549.4,550.9,559.8,557.6,554.7,563.0,570.0,571.9,576.3,583.5,593.3,596.1,601.7,603.7,613.8,625.3,620.3,628.3,633.7,645.7,653.4,663.8,675.0,687.1,701.0,699.6,702.4
"13","        Residential","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",623.0,632.7,637.4,642.1,645.3,641.9,632.0,632.6,635.3,645.2,649.2,645.0,666.2,682.7,684.7,697.1,709.8,721.0,762.3,785.0,794.2,819.5,825.3,836.7,856.4,872.3,881.9,879.9,871.7,827.8,781.6,745.2,711.2,682.7,639.2,586.1,540.0,516.3,490.9,443.6,401.0,377.0,395.4,395.7,383.0,403.5,368.1,375.1,374.4,379.3,386.8,397.6,422.5,426.3,437.3,459.8,469.9,480.3,486.0,475.9,472.6,484.4,488.5,500.2,512.4,524.0,534.4,545.0
"14","    Change in private inventories","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",97.5,45.3,51.5,107.5,23.6,108.7,68.7,63.9,-37.9,-12.8,-36.9,-97.4,-3.8,26.5,32.4,35.1,36.3,-0.2,7.6,46.6,56.4,81.9,71.1,76.2,111.3,33.0,18.2,94.8,78.6,84.4,81.9,41.4,19.6,49.4,50.2,23.0,-20.2,-26.4,-20.7,-67.4,-144.5,-190.1,-206.1,-49.6,9.8,48.8,116.2,58.1,25.1,57.5,-13.0,80.8,56.0,76.6,70.6,15.5,25.2,39.6,93.6,87.2,36.9,77.1,79.9,78.2,112.8,113.5,85.5,68.6
"15","Net exports of goods and services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-340.4,-371.1,-393.9,-402.9,-449.0,-464.9,-493.5,-503.8,-494.0,-483.8,-508.7,-521.8,-546.0,-567.7,-585.1,-638.4,-620.3,-649.7,-642.1,-655.4,-676.1,-740.0,-753.0,-769.9,-774.1,-773.5,-777.7,-803.9,-799.0,-799.1,-819.7,-759.3,-771.0,-753.7,-703.2,-622.6,-623.7,-550.4,-526.9,-530.3,-451.3,-366.3,-383.6,-380.4,-408.8,-469.7,-498.4,-458.1,-466.2,-455.2,-454.3,-461.7,-462.7,-452.7,-446.8,-426.0,-425.9,-434.2,-428.3,-381.5,-434.0,-443.3,-429.1,-463.6,-541.2,-534.6,-546.1,-566.5
"16","    Exports",77.4,68.9,63.5,63.9,62.8,63.2,65.8,63.6,60.7,69.5,67.2,70.3,73.0,71.2,75.9,76.3,79.9,85.3,88.1,92.1,98.1,95.2,92.5,89.7,80.8,81.2,81.5,81.2,86.6,89.5,92.3,89.8,101.1,107.5,104.8,106.9,106.2,104.7,104.2,107.4,107.1,117.4,110.8,108.4,111.0,124.0,117.3,123.2,130.8,133.0,131.9,135.9,121.2,144.0,135.7,145.5,143.0,149.2,143.6,148.3,151.2,149.8,146.2,150.4,154.7,157.8,167.1,165.0,145.2,177.8,173.6,179.5,180.9,188.9,188.3,190.1,190.8,190.4,198.3,181.7,201.4,195.5,207.4,216.1,232.0,243.2,244.0,256.0,259.2,271.8,257.2,263.9,265.8,258.0,253.7,268.0,266.2,268.9,276.7,279.5,275.0,282.4,284.6,275.5,281.9,311.3,314.7,327.2,327.5,328.4,340.2,361.6,371.7,378.7,377.9,375.6,382.7,384.8,376.6,378.4,362.0,364.1,348.0,332.1,337.4,338.4,343.5,350.5,357.8,366.7,374.8,382.4,383.4,382.5,377.0,388.3,400.5,404.8,414.1,429.5,429.8,447.5,466.9,484.3,511.2,525.5,535.9,552.2,568.7,593.6,599.7,608.7,635.2,643.1,648.0,653.7,657.7,681.6,697.8,713.5,726.4,726.7,742.1,745.9,747.6,756.5,754.5,778.9,786.5,813.1,843.5,863.0,879.6,891.9,930.5,943.8,955.2,970.7,978.6,1039.6,1059.4,1101.7,1127.2,1125.7,1130.9,1118.5,1113.3,1154.5,1126.4,1137.9,1171.3,1200.9,1219.2,1254.7,1285.5,1274.3,1254.5,1213.0,1154.1,1118.0,1140.9,1172.1,1180.5,1164.5,1157.6,1156.2,1187.0,1239.2,1276.6,1293.1,1300.6,1332.1,1352.6,1377.6,1379.2,1418.1,1471.0,1498.5,1495.5,1562.1,1587.7,1615.7,1665.6,1716.7,1737.9,1790.0,1766.1,1669.2,1535.3,1539.4,1593.3,1682.9,1708.2,1748.1,1797.5,1852.6,1862.3,1890.7,1910.6,1929.7,1942.6,1964.4,1974.1,1971.7,1976.6,2000.5,2021.1,2074.2,2038.7,2086.8,2096.0,2123.9,2091.4,2117.5,2121.1,2107.8
"17","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",793.8,805.1,826.0,852.6,869.3,895.5,928.4,915.7,902.1,866.1,818.4,800.3,798.9,826.9,832.3,813.1,815.4,815.5,832.7,869.0,886.0,899.3,907.8,924.8,942.5,971.7,970.2,997.8,1041.9,1056.9,1058.3,1091.0,1105.6,1122.8,1155.8,1181.7,1211.8,1249.0,1241.2,1144.1,1027.6,1020.8,1070.9,1141.2,1173.7,1204.1,1229.9,1265.4,1274.0,1289.5,1300.5,1326.2,1332.2,1347.6,1355.0,1341.9,1343.3,1367.8,1384.6,1433.4,1398.4,1439.1,1460.1,1474.3,1429.3,1452.0,1448.8,1428.7
"18","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",331.7,331.7,344.2,346.8,348.3,357.6,354.9,356.7,350.4,345.3,334.4,316.1,341.1,344.0,347.0,350.6,341.1,339.6,353.4,369.3,390.1,393.1,391.9,406.6,409.3,404.8,407.9,419.2,427.8,440.4,435.8,470.1,481.2,492.0,508.9,534.4,525.0,539.8,523.4,524.9,507.6,518.7,522.5,541.7,534.2,543.6,567.2,587.0,588.0,601.2,610.3,603.0,610.1,616.4,618.6,629.9,633.3,632.4,636.1,640.2,639.8,647.3,635.4,649.1,660.6,664.4,670.7,676.7
"19","    Imports",75.9,75.5,80.1,87.3,85.2,89.6,89.2,84.9,80.0,87.1,81.9,82.7,87.5,92.5,94.1,97.5,101.6,101.0,101.9,97.2,105.0,105.8,103.8,104.1,105.7,110.2,108.5,114.2,117.1,122.8,124.0,120.8,125.4,126.3,122.6,116.8,116.3,117.7,125.5,128.4,132.4,135.2,137.0,138.6,135.4,138.6,142.1,141.7,141.5,144.7,148.6,152.6,147.1,164.5,165.2,173.2,177.7,182.1,192.3,194.5,197.5,196.0,198.5,209.0,221.3,224.7,238.2,236.2,213.9,256.1,252.8,250.0,249.2,254.1,253.5,257.5,254.4,273.6,279.7,260.7,298.8,288.2,294.2,307.5,321.7,312.4,303.8,306.0,295.7,311.3,305.9,302.8,272.4,250.6,271.5,286.0,303.9,317.1,330.0,340.9,357.1,360.3,355.3,360.4,384.5,385.8,390.8,396.2,395.1,397.2,391.1,399.7,400.0,371.0,344.3,362.8,378.3,378.9,374.6,385.3,374.3,368.2,385.3,370.2,378.6,407.7,439.5,461.1,498.1,519.0,532.4,548.0,535.9,562.3,556.8,578.7,578.1,602.7,619.4,624.2,620.5,636.0,648.3,663.2,660.1,652.5,667.9,688.3,691.5,694.8,693.8,706.4,728.8,727.6,724.6,705.2,697.1,709.5,729.5,745.6,751.0,763.4,775.4,794.0,811.2,827.9,838.8,872.5,892.9,926.1,952.2,979.0,1000.4,1009.9,1013.4,1026.4,1059.7,1083.4,1118.6,1140.6,1189.3,1229.3,1274.6,1302.1,1351.0,1381.9,1400.5,1445.7,1466.9,1509.0,1565.2,1603.8,1668.1,1719.6,1779.0,1778.1,1748.5,1696.8,1662.8,1639.8,1686.9,1739.8,1765.6,1802.9,1777.9,1805.9,1829.1,1894.6,1952.7,2033.0,2053.6,2102.0,2126.8,2151.2,2156.9,2222.0,2269.9,2297.6,2315.2,2321.4,2358.7,2369.4,2368.7,2339.3,2361.6,2340.4,2293.0,2199.5,1986.7,1905.7,1977.0,2063.4,2116.9,2217.8,2296.0,2310.7,2328.5,2345.9,2364.9,2391.3,2405.3,2417.0,2420.9,2397.8,2402.6,2434.7,2449.4,2455.7,2472.7,2530.1,2525.1,2587.5,2632.5,2652.1,2667.2,2674.3
"20","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1222.5,1265.0,1314.2,1346.1,1399.3,1439.4,1488.8,1494.2,1467.1,1410.5,1383.7,1372.4,1398.1,1457.6,1483.8,1504.9,1487.6,1526.8,1530.7,1587.0,1631.0,1698.2,1722.4,1765.0,1787.5,1805.8,1810.0,1868.3,1900.1,1924.6,1944.9,1931.9,1965.1,1970.7,1968.4,1939.3,1950.1,1932.4,1883.8,1785.1,1594.1,1515.6,1585.1,1666.4,1719.4,1814.2,1880.4,1893.0,1917.7,1921.3,1931.8,1957.8,1969.9,1978.1,1981.2,1959.4,1964.7,1990.4,2003.3,2006.8,2029.9,2078.4,2074.1,2123.8,2161.1,2178.4,2186.0,2189.5
"21","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",241.1,240.3,247.0,253.4,264.5,276.0,286.0,279.1,276.8,282.7,275.5,263.5,285.0,278.1,277.5,293.8,286.2,275.0,294.0,303.1,317.1,330.1,326.4,332.1,334.2,340.3,341.7,348.2,364.7,367.7,364.7,384.8,388.7,394.0,395.7,395.6,407.8,404.2,406.8,414.2,392.6,390.0,391.9,396.9,397.2,402.7,414.6,416.6,408.7,423.5,432.4,432.4,434.1,437.9,438.6,437.7,437.1,443.5,445.2,448.1,441.3,450.1,449.4,462.2,469.8,472.1,479.5,483.1
"22","Government consumption expenditures and gross investment",900.5,930.7,940.0,955.6,985.5,1005.9,995.2,992.4,967.3,934.3,914.3,908.6,909.2,900.5,906.1,888.3,888.1,905.9,898.3,920.7,940.7,935.7,943.5,959.3,950.8,974.7,980.6,1000.7,989.4,1001.7,1010.3,1002.1,985.2,995.8,1020.0,1026.8,1042.0,1044.4,1066.4,1089.7,1110.7,1116.0,1141.7,1149.6,1134.1,1135.1,1185.4,1173.7,1177.3,1187.9,1189.4,1189.0,1187.7,1202.0,1241.7,1265.4,1289.0,1313.4,1349.1,1372.4,1429.8,1424.2,1440.2,1451.4,1477.2,1485.0,1489.7,1491.0,1494.7,1490.0,1493.5,1473.9,1466.9,1450.2,1456.5,1457.2,1436.1,1432.8,1432.4,1422.6,1429.3,1438.0,1409.3,1420.1,1431.6,1424.5,1406.4,1415.8,1442.4,1451.6,1453.5,1459.9,1476.1,1466.2,1489.5,1503.4,1506.5,1491.4,1483.9,1484.4,1497.3,1512.0,1515.4,1512.1,1513.9,1554.1,1566.4,1580.6,1566.9,1583.0,1585.1,1595.4,1620.2,1625.9,1601.9,1601.8,1622.8,1627.9,1621.6,1639.9,1638.2,1648.9,1659.3,1685.8,1701.9,1719.1,1747.3,1718.0,1738.1,1777.1,1791.8,1826.0,1848.0,1891.0,1935.4,1941.8,1958.0,1997.8,2043.4,2031.5,2044.3,2062.9,2067.7,2092.8,2078.6,2086.1,2087.5,2126.8,2117.2,2151.8,2169.8,2181.5,2215.8,2221.2,2219.9,2240.2,2251.2,2259.2,2250.8,2242.3,2259.7,2256.8,2268.4,2263.5,2237.8,2240.3,2245.1,2250.0,2222.1,2235.1,2272.7,2252.2,2256.8,2268.6,2262.4,2242.1,2246.8,2282.8,2285.2,2301.9,2301.3,2325.3,2329.0,2332.5,2319.0,2366.0,2387.6,2409.4,2418.1,2431.7,2460.3,2496.7,2476.2,2506.4,2501.2,2509.0,2546.3,2596.4,2594.6,2632.4,2671.3,2696.9,2717.8,2737.1,2728.3,2771.2,2771.2,2786.3,2793.9,2809.9,2820.7,2808.2,2814.1,2818.9,2841.0,2830.7,2853.5,2864.1,2870.4,2889.1,2882.7,2907.0,2928.0,2939.8,2952.0,2975.0,3016.2,3035.9,3040.5,3096.0,3113.0,3106.8,3084.3,3106.2,3103.5,3071.5,3012.2,3009.0,2990.0,2978.3,2963.7,2949.4,2940.9,2912.3,2878.8,2864.1,2848.1,2828.5,2828.4,2836.5,2849.2,2839.0,2838.5,2856.9,2869.7,2874.5
"23","    Federal","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",801.2,805.2,819.4,835.6,804.6,832.8,818.9,814.6,832.3,848.7,855.9,862.6,884.0,904.7,919.0,935.7,935.9,982.8,977.1,996.0,1003.0,1013.0,1030.7,1021.8,1027.6,1029.8,1048.6,1033.2,1058.9,1057.7,1058.0,1069.0,1054.5,1071.2,1091.6,1097.5,1115.2,1135.7,1169.1,1189.3,1180.1,1218.9,1235.6,1236.2,1247.8,1273.4,1285.0,1276.4,1241.2,1246.0,1233.3,1225.2,1223.9,1214.8,1216.2,1199.0,1170.1,1153.2,1136.3,1116.9,1117.8,1114.5,1124.7,1108.3,1111.3,1111.3,1112.0,1119.4
"24","        National defense","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",503.6,508.9,522.6,532.8,500.9,522.8,512.6,512.7,519.6,528.4,534.2,537.8,549.9,562.8,572.4,584.1,583.7,625.3,617.3,635.5,640.9,648.0,668.4,653.4,659.1,664.6,679.1,659.3,672.6,678.0,674.2,690.5,676.6,691.0,706.9,708.0,719.7,733.6,764.5,774.5,757.5,788.4,804.9,802.3,798.6,811.0,825.9,818.6,788.4,801.3,805.1,785.3,777.9,769.2,770.8,754.7,734.4,723.6,709.4,698.8,690.6,689.8,697.3,678.6,680.3,680.8,678.4,684.4
"25","        Nondefense","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",297.6,296.4,297.0,303.0,303.5,310.0,306.2,301.9,312.6,320.1,321.5,324.5,333.9,341.7,346.4,351.4,352.1,357.5,359.8,360.6,362.1,365.0,362.4,368.5,368.6,365.3,369.6,374.0,386.4,379.8,383.8,378.5,378.0,380.2,384.7,389.6,395.5,402.1,404.5,414.8,422.6,430.4,430.7,433.9,449.2,462.4,459.1,457.7,452.7,444.7,428.2,439.9,446.0,445.6,445.4,444.2,435.6,429.5,426.7,418.0,427.0,424.6,427.1,429.4,430.7,430.2,433.2,434.7
